Layer;category;techno;latitude;longitude;operator;capacite_gwh_year;site_info;operational_status;co2_injection_potential_tpy;municipality;eiffel;eiffel_project_name;capacity_kt_per_year
Supply;Biogas;Biogas;44,765108;8,8617714;N/A;5,475;BIOGAS;Operational;N/A;CASSANO SPINOLA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;0,876;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;1,6644;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;5,7816;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;8,74248;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;8,75124;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;8,75124;BIOGAS;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;44,8952122;8,8633326;N/A;0,9198;BIOMASSE SOLIDE;Operational;N/A;TORTONA;0;N/A;N/A
Supply;Biogas;Biogas;45,566358;8,8659178;N/A;0,876;BIOGAS;Operational;N/A;DAIRAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,2102604;8,872611;N/A;8,75124;BIOGAS;Operational;N/A;TROMELLO;1;Green One Spa- Tromello;N/A
Supply;Biogas;Biogas;44,98081;8,8811632;N/A;8,6724;BIOGAS;Operational;N/A;CASTELNUOVO SCRIVIA;0;N/A;N/A
Supply;Biogas;Biogas;44,98081;8,8811632;N/A;8,75124;BIOGAS;Operational;N/A;CASTELNUOVO SCRIVIA;0;N/A;N/A
Supply;Biogas;Biogas;45,797152;8,8827361;N/A;7,884;BIOMASSE LIQUIDE;Operational;N/A;MALNATE;0;N/A;N/A
Supply;Biogas;Biogas;44,5074618;8,8902826;N/A;8,76;BIOMASSE LIQUIDE;Operational;N/A;CAMPOMORONE;0;N/A;N/A
Supply;Biogas;Biogas;45,6651691;8,896844;N/A;36,4416;BIOGAS;Operational;N/A;GORLA MAGGIORE;0;N/A;N/A
Supply;Biogas;Biogas;39,5629542;8,8997689;N/A;8,75124;BIOGAS;Operational;N/A;SANLURI;0;N/A;N/A
Supply;Biogas;Biogas;45,7548855;8,9001952;N/A;0,8322;BIOMASSE LIQUIDE;Operational;N/A;VENEGONO SUPERIORE;0;N/A;N/A
Supply;Biogas;Biogas;45,7380231;8,9006301;N/A;0,92856;BIOMASSE LIQUIDE;Operational;N/A;VENEGONO INFERIORE;0;N/A;N/A
Supply;Biogas;Biogas;45,5057893;8,9013399;N/A;1,83084;BIOGAS;Operational;N/A;OSSONA;0;N/A;N/A
Supply;Biogas;Biogas;45,7115556;8,9071633;N/A;2,19;BIOMASSE LIQUIDE;Operational;N/A;TRADATE;0;N/A;N/A
Supply;Biogas;Biogas;45,1249934;8,9098967;N/A;1,4016;BIOMASSE SOLIDE;Operational;N/A;SCALDASOLE;0;N/A;N/A
Supply;Biogas;Biogas;39,3357418;8,9150035;N/A;8,75124;BIOGAS;Operational;N/A;DECIMOPUTZU;0;N/A;N/A
Supply;Biogas;Biogas;45,3990613;8,9166269;N/A;1,71696;BIOMASSE SOLIDE;Operational;N/A;ABBIATEGRASSO;0;N/A;N/A
Supply;Biogas;Biogas;45,5968635;8,9181507;N/A;4,76544;BIOMASSE LIQUIDE;Operational;N/A;LEGNANO;0;N/A;N/A
Supply;Biogas;Biogas;39,4228277;8,9215602;N/A;115,1064;BIOMASSE SOLIDE;Operational;N/A;SERRAMANNA;0;N/A;N/A
Supply;Biogas;Biogas;45,0061146;8,9272277;N/A;1,43664;BIOMASSE LIQUIDE;Operational;N/A;CASEI GEROLA;0;N/A;N/A
Supply;Biogas;Biogas;44,4071448;8,9347381;N/A;1,752;BIOGAS;Operational;N/A;GENOVA;0;N/A;N/A
Supply;Biogas;Biogas;44,4071448;8,9347381;N/A;2,2776;BIOGAS;Operational;N/A;GENOVA;0;N/A;N/A
Supply;Biogas;Biogas;44,4071448;8,9347381;N/A;38,13228;BIOGAS;Operational;N/A;GENOVA;0;N/A;N/A
Supply;Biogas;Biogas;44,4071448;8,9347381;N/A;63,5538;BIOGAS;Operational;N/A;GENOVA;0;N/A;N/A
Supply;Biogas;Biogas;45,4221851;8,9356177;N/A;17,46744;BIOGAS;Operational;N/A;ALBAIRATE;0;N/A;N/A
Supply;Biogas;Biogas;45,6754296;8,9507511;N/A;5,7816;BIOGAS;Operational;N/A;MOZZATE;0;N/A;N/A
Supply;Biogas;Biogas;45,6754296;8,9507511;N/A;8,75124;BIOGAS;Operational;N/A;MOZZATE;0;N/A;N/A
Supply;Biogas;Biogas;45,6754296;8,9507511;N/A;3,6792;BIOMASSE LIQUIDE;Operational;N/A;MOZZATE;0;N/A;N/A
Supply;Biogas;Biogas;45,1540144;8,9510208;N/A;8,75124;BIOGAS;Operational;N/A;DORNO;0;N/A;N/A
Supply;Biogas;Biogas;45,1540144;8,9510208;N/A;8,75124;BIOGAS;Operational;N/A;DORNO;0;N/A;N/A
Supply;Biogas;Biogas;45,5952619;8,9528983;N/A;14,3664;BIOGAS;Operational;N/A;CERRO MAGGIORE;0;N/A;N/A
Supply;Biogas;Biogas;45,4871723;8,9530497;N/A;8,75124;BIOGAS;Operational;N/A;VITTUONE;0;N/A;N/A
Supply;Biogas;Biogas;45,0609399;8,9684359;N/A;8,74248;BIOGAS;Operational;N/A;CORANA;0;N/A;N/A
Supply;Biogas;Biogas;45,0609399;8,9684359;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;CORANA;0;N/A;N/A
Supply;Biogas;Biogas;45,5535754;8,9708086;N/A;7,884;BIOMASSE LIQUIDE;Operational;N/A;NERVIANO;0;N/A;N/A
Supply;Biogas;Biogas;39,178883;8,9709555;N/A;140,2038;RIFIUTI;Operational;N/A;CAPOTERRA;0;N/A;N/A
Supply;Biogas;Biogas;39,4923538;8,9757755;N/A;3,6792;BIOMASSE LIQUIDE;Operational;N/A;SERRENTI;0;N/A;N/A
Supply;Biogas;Biogas;40,7311266;8,9835286;N/A;0,438;BIOGAS;Operational;N/A;TULA;0;N/A;N/A
Supply;Biogas;Biogas;40,7311266;8,9835286;N/A;0,438;BIOGAS;Operational;N/A;TULA;0;N/A;N/A
Supply;Biogas;Biogas;40,7311266;8,9835286;N/A;8,75124;BIOGAS;Operational;N/A;TULA;0;N/A;N/A
Supply;Biogas;Biogas;45,1746171;8,9971174;N/A;8,75124;BIOGAS;Operational;N/A;GROPELLO CAIROLI;0;N/A;N/A
Supply;Biogas;Biogas;45,7007393;8,9985102;N/A;8,70744;BIOMASSE LIQUIDE;Operational;N/A;FENEGRO';0;N/A;N/A
Supply;Biogas;Biogas;45,8041551;8,9994621;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;COLVERDE;0;N/A;N/A
Supply;Biogas;Biogas;40,5863104;9,0006897;N/A;2,8908;BIOGAS;Operational;N/A;OZIERI;0;N/A;N/A
Supply;Biogas;Biogas;40,5863104;9,0006897;N/A;8,75124;BIOGAS;Operational;N/A;OZIERI;0;N/A;N/A
Supply;Biogas;Biogas;39,286983;9,0053796;N/A;199,728;BIOMASSE SOLIDE;Operational;N/A;ASSEMINI;0;N/A;N/A
Supply;Biogas;Biogas;39,0655206;9,0108772;N/A;2,24256;BIOGAS;Operational;N/A;SARROCH;0;N/A;N/A
Supply;Biogas;Biogas;39,0655206;9,0108772;N/A;1,74324;BIOMASSE SOLIDE;Operational;N/A;SARROCH;0;N/A;N/A
Supply;Biogas;Biogas;44,9917543;9,011851;N/A;5,256;BIOGAS;Operational;N/A;VOGHERA;0;N/A;N/A
Supply;Biogas;Biogas;39,4415862;9,0128102;N/A;0,7884;BIOGAS;Operational;N/A;NURAMINIS;0;N/A;N/A
Supply;Biogas;Biogas;45,3523224;9,0158303;N/A;8,75124;BIOGAS;Operational;N/A;ROSATE;0;N/A;N/A
Supply;Biogas;Biogas;45,7733652;9,0232602;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;VILLA GUARDIA;0;N/A;N/A
Supply;Biogas;Biogas;45,6264294;9,0348132;N/A;8,68992;BIOMASSE LIQUIDE;Operational;N/A;SARONNO;0;N/A;N/A
Supply;Biogas;Biogas;40,2337831;9,0417478;N/A;319,74;BIOMASSE LIQUIDE;Operational;N/A;OTTANA;0;N/A;N/A
Supply;Biogas;Biogas;45,5979467;9,0450519;N/A;1,752;BIOGAS;Operational;N/A;CARONNO PERTUSELLA;0;N/A;N/A
Supply;Biogas;Biogas;44,7185237;9,045496;N/A;0,3942;BIOMASSE SOLIDE;Operational;N/A;CANTALUPO LIGURE;0;N/A;N/A
Supply;Biogas;Biogas;45,1375547;9,0508208;N/A;8,75124;BIOGAS;Operational;N/A;ZINASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,3155775;9,0609384;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;VERNATE;0;N/A;N/A
Supply;Biogas;Biogas;45,1642699;9,0611841;N/A;8,6724;BIOGAS;Operational;N/A;CARBONARA AL TICINO;0;N/A;N/A
Supply;Biogas;Biogas;45,1642699;9,0611841;N/A;8,6724;BIOGAS;Operational;N/A;CARBONARA AL TICINO;0;N/A;N/A
Supply;Biogas;Biogas;45,2182259;9,0765162;N/A;4,02084;BIOGAS;Operational;N/A;TORRE D'ISOLA;0;N/A;N/A
Supply;Biogas;Biogas;45,2536405;9,0782161;N/A;4,1172;BIOGAS;Operational;N/A;MARCIGNAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5099998;9,0816668;N/A;9,95136;BIOGAS;Operational;N/A;PERO;0;N/A;N/A
Supply;Biogas;Biogas;45,086451;9,0818312;N/A;8,74248;BIOGAS;Operational;N/A;BASTIDA PANCARANA;0;N/A;N/A
Supply;Biogas;Biogas;45,128041;9,0819985;N/A;4,38;BIOGAS;Operational;N/A;SOMMO;0;N/A;N/A
Supply;Biogas;Biogas;45,4456047;9,0905217;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;CESANO BOSCONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2697001;9,0993721;N/A;1,8396;BIOGAS;Operational;N/A;VELLEZZO BELLINI;0;N/A;N/A
Supply;Biogas;Biogas;45,2697001;9,0993721;N/A;17,52;BIOGAS;Operational;N/A;VELLEZZO BELLINI;0;N/A;N/A
Supply;Biogas;Biogas;45,7020155;9,1149203;N/A;0,657;BIOGAS;Operational;N/A;CARIMATE;0;N/A;N/A
Supply;Biogas;Biogas;45,7020155;9,1149203;N/A;8,75124;BIOMASSE LIQUIDE;Operational;N/A;CARIMATE;0;N/A;N/A
Supply;Biogas;Biogas;45,7637755;9,116652;N/A;0,38544;BIOGAS;Operational;N/A;SENNA COMASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,0160324;9,1285657;N/A;124,57596;BIOGAS;Operational;N/A;CASTEGGIO;0;N/A;N/A
Supply;Biogas;Biogas;45,0473932;9,1288548;N/A;0,98988;BIOGAS;Operational;N/A;CASATISMA;0;N/A;N/A
Supply;Biogas;Biogas;45,0473932;9,1288548;N/A;2,52288;BIOGAS;Operational;N/A;CASATISMA;0;N/A;N/A
Supply;Biogas;Biogas;45,0473932;9,1288548;N/A;4,37124;BIOGAS;Operational;N/A;CASATISMA;0;N/A;N/A
Supply;Biogas;Biogas;45,0473932;9,1288548;N/A;8,6724;BIOGAS;Operational;N/A;CASATISMA;0;N/A;N/A
Supply;Biogas;Biogas;45,0473932;9,1288548;N/A;3,6792;BIOMASSE LIQUIDE;Operational;N/A;CASATISMA;0;N/A;N/A
Supply;Biogas;Biogas;45,7391463;9,129391;N/A;8,6724;BIOMASSE LIQUIDE;Operational;N/A;CANTU';0;N/A;N/A
Supply;Biogas;Biogas;45,2857136;9,1418132;N/A;1,752;BIOGAS;Operational;N/A;GIUSSAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,1896589;9,1562563;N/A;1,8396;BIOGAS;Operational;N/A;PAVIA;0;N/A;N/A
Supply;Biogas;Biogas;45,1896589;9,1562563;N/A;5,18592;BIOGAS;Operational;N/A;PAVIA;0;N/A;N/A
Supply;Biogas;Biogas;45,1896589;9,1562563;N/A;8,4534;BIOMASSE LIQUIDE;Operational;N/A;PAVIA;0;N/A;N/A
Supply;Biogas;Biogas;39,374202;9,158241;N/A;16,425;BIOGAS;Operational;N/A;SERDIANA;0;N/A;N/A
Supply;Biogas;Biogas;45,5711115;9,1640964;N/A;5,8692;RIFIUTI;Operational;N/A;PADERNO DUGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,6983276;9,1770665;N/A;2,61924;BIOGAS;Operational;N/A;MARIANO COMENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,6983276;9,1770665;N/A;4,5552;BIOGAS;Operational;N/A;MARIANO COMENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,468503;9,1824027;N/A;0,05256;BIOGAS;Operational;N/A;MILANO;0;N/A;N/A
Supply;Biogas;Biogas;45,468503;9,1824027;N/A;0,1752;BIOGAS;Operational;N/A;MILANO;0;N/A;N/A
Supply;Biogas;Biogas;45,468503;9,1824027;N/A;2,8032;BIOGAS;Operational;N/A;MILANO;0;N/A;N/A
Supply;Biogas;Biogas;45,468503;9,1824027;N/A;8,75124;BIOMASSE LIQUIDE;Operational;N/A;MILANO;0;N/A;N/A
Supply;Biogas;Biogas;45,468503;9,1824027;N/A;8,75124;BIOMASSE LIQUIDE;Operational;N/A;MILANO;0;N/A;N/A
Supply;Biogas;Biogas;45,7697382;9,1976721;N/A;1,17384;BIOMASSE SOLIDE;Operational;N/A;ANZANO DEL PARCO;0;N/A;N/A
Supply;Biogas;Biogas;45,3468993;9,1983197;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;PIEVE EMANUELE;0;N/A;N/A
Supply;Biogas;Biogas;45,0760787;9,2055079;N/A;8,75124;BIOGAS;Operational;N/A;BARBIANELLO;0;N/A;N/A
Supply;Biogas;Biogas;45,6172669;9,2072379;N/A;50,808;RIFIUTI;Operational;N/A;DESIO;0;N/A;N/A
Supply;Biogas;Biogas;45,6500736;9,2086004;N/A;1,0512;BIOMASSE LIQUIDE;Operational;N/A;SEREGNO;0;N/A;N/A
Supply;Biogas;Biogas;45,3584279;9,2215337;N/A;0,876;BIOGAS;Operational;N/A;LOCATE DI TRIULZI;0;N/A;N/A
Supply;Biogas;Biogas;39,7113866;9,2286884;N/A;0,85848;BIOMASSE SOLIDE;Operational;N/A;NURRI;0;N/A;N/A
Supply;Biogas;Biogas;45,5287282;9,23721;N/A;48,18;RIFIUTI;Operational;N/A;SESTO SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;44,7648298;9,2544194;N/A;2,8032;BIOMASSE SOLIDE;Operational;N/A;SANTA MARGHERITA DI STAFFORA;0;N/A;N/A
Supply;Biogas;Biogas;45,2136374;9,255675;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;CURA CARPIGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,8822705;9,267088;N/A;0,9636;BIOMASSE SOLIDE;Operational;N/A;LASNIGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3414669;9,2713332;N/A;2,18124;BIOGAS;Operational;N/A;CARPIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3414669;9,2713332;N/A;8,75124;BIOGAS;Operational;N/A;CARPIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3414669;9,2713332;N/A;1,752;BIOMASSE SOLIDE;Operational;N/A;CARPIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,1865218;9,2735327;N/A;8,6724;BIOGAS;Operational;N/A;ALBUZZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3934658;9,2856249;N/A;8,75124;BIOGAS;Operational;N/A;SAN GIULIANO MILANESE;0;N/A;N/A
Supply;Biogas;Biogas;45,2476186;9,2954305;N/A;2,61924;BIOGAS;Operational;N/A;MARZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2476186;9,2954305;N/A;8,6724;BIOGAS;Operational;N/A;MARZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2476186;9,2954305;N/A;8,75124;BIOGAS;Operational;N/A;MARZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,4358153;9,3034934;N/A;14,79564;BIOGAS;Operational;N/A;PESCHIERA BORROMEO;0;N/A;N/A
Supply;Biogas;Biogas;45,3072913;9,3125332;N/A;2,18124;BIOGAS;Operational;N/A;BASCAPE';0;N/A;N/A
Supply;Biogas;Biogas;45,3072913;9,3125332;N/A;2,628;BIOGAS;Operational;N/A;BASCAPE';0;N/A;N/A
Supply;Biogas;Biogas;45,3072913;9,3125332;N/A;8,75124;BIOGAS;Operational;N/A;BASCAPE';0;N/A;N/A
Supply;Biogas;Biogas;45,1597051;9,314024;N/A;0,876;BIOGAS;Operational;N/A;BELGIOIOSO;0;N/A;N/A
Supply;Biogas;Biogas;45,1597051;9,314024;N/A;8,75124;BIOGAS;Operational;N/A;BELGIOIOSO;0;N/A;N/A
Supply;Biogas;Biogas;45,1761946;9,3169016;N/A;1,6644;BIOGAS;Operational;N/A;FILIGHERA;0;N/A;N/A
Supply;Biogas;Biogas;45,1761946;9,3169016;N/A;2,628;BIOGAS;Operational;N/A;FILIGHERA;0;N/A;N/A
Supply;Biogas;Biogas;45,2426075;9,3170859;N/A;3,1536;BIOGAS;Operational;N/A;TORRE D'ARESE;0;N/A;N/A
Supply;Biogas;Biogas;45,3951769;9,3328316;N/A;8,75124;BIOGAS;Operational;N/A;MEDIGLIA;0;N/A;N/A
Supply;Biogas;Biogas;45,2564511;9,3349176;N/A;0,28908;BIOGAS;Operational;N/A;VALERA FRATTA;0;N/A;N/A
Supply;Biogas;Biogas;45,2564511;9,3349176;N/A;8,64612;BIOGAS;Operational;N/A;VALERA FRATTA;0;N/A;N/A
Supply;Biogas;Biogas;45,3310249;9,3413867;N/A;2,61924;BIOGAS;Operational;N/A;CERRO AL LAMBRO;0;N/A;N/A
Supply;Biogas;Biogas;45,1805107;9,3477888;N/A;0,657;BIOGAS;Operational;N/A;GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,3267478;9,3565447;N/A;2,19;BIOGAS;Operational;N/A;SAN ZENONE AL LAMBRO;0;N/A;N/A
Supply;Biogas;Biogas;45,3267478;9,3565447;N/A;4,56396;BIOGAS;Operational;N/A;SAN ZENONE AL LAMBRO;0;N/A;N/A
Supply;Biogas;Biogas;46,4366567;9,3580523;N/A;3,1536;BIOMASSE LIQUIDE;Operational;N/A;MADESIMO;0;N/A;N/A
Supply;Biogas;Biogas;45,2791497;9,3587983;N/A;2,18124;BIOGAS;Operational;N/A;CASELLE LURANI;0;N/A;N/A
Supply;Biogas;Biogas;45,8467906;9,3613299;N/A;91,98;RIFIUTI;Operational;N/A;VALMADRERA;0;N/A;N/A
Supply;Biogas;Biogas;45,2930654;9,3624269;N/A;2,18124;BIOGAS;Operational;N/A;CASALETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,214922;9,3641376;N/A;2,628;BIOGAS;Operational;N/A;VILLANTERIO;0;N/A;N/A
Supply;Biogas;Biogas;45,2149269;9,3641404;N/A;1,095;BIOMASSE SOLIDE;Operational;N/A;VILLANTERIO;0;N/A;N/A
Supply;Biogas;Biogas;45,1571234;9,3719695;N/A;3,8544;BIOGAS;Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1571234;9,3719695;N/A;4,76544;BIOGAS;Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1571234;9,3719695;N/A;8,75124;BIOGAS;Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1571234;9,3719695;N/A;21,024;BIOGAS;Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1571234;9,3719695;N/A;28,032;BIOGAS;Operational;N/A;CORTEOLONA E GENZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2525998;9,3752843;N/A;8,4096;BIOGAS;Operational;N/A;MARUDO;0;N/A;N/A
Supply;Biogas;Biogas;45,1332039;9,3789033;N/A;5,475;BIOGAS;Operational;N/A;COSTA DE' NOBILI;0;N/A;N/A
Supply;Biogas;Biogas;45,1332039;9,3789033;N/A;8,6724;BIOGAS;Operational;N/A;COSTA DE' NOBILI;0;N/A;N/A
Supply;Biogas;Biogas;45,1332039;9,3789033;N/A;8,75124;BIOGAS;Operational;N/A;COSTA DE' NOBILI;0;N/A;N/A
Supply;Biogas;Biogas;45,2948555;9,383898;N/A;8,6724;BIOGAS;Operational;N/A;SALERANO SUL LAMBRO;0;N/A;N/A
Supply;Biogas;Biogas;45,2948555;9,383898;N/A;8,6724;BIOGAS;Operational;N/A;SALERANO SUL LAMBRO;0;N/A;N/A
Supply;Biogas;Biogas;45,3727697;9,3947319;N/A;0,876;BIOGAS;Operational;N/A;MULAZZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3727697;9,3947319;N/A;3,1536;BIOGAS;Operational;N/A;MULAZZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3727697;9,3947319;N/A;4,60776;BIOGAS;Operational;N/A;MULAZZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,1573653;9,3963334;N/A;2,18124;BIOGAS;Operational;N/A;SANTA CRISTINA E BISSONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1573653;9,3963334;N/A;2,18124;BIOGAS;Operational;N/A;SANTA CRISTINA E BISSONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1573653;9,3963334;N/A;4,6428;BIOGAS;Operational;N/A;SANTA CRISTINA E BISSONE;0;N/A;N/A
Supply;Biogas;Biogas;45,1573653;9,3963334;N/A;7,30584;BIOGAS;Operational;N/A;SANTA CRISTINA E BISSONE;0;N/A;N/A
Supply;Biogas;Biogas;45,5307945;9,4054072;N/A;8,75124;BIOMASSE LIQUIDE;Operational;N/A;GORGONZOLA;0;N/A;N/A
Supply;Biogas;Biogas;45,3280781;9,4059235;N/A;0,876;BIOGAS;Operational;N/A;TAVAZZANO CON VILLAVESCO;0;N/A;N/A
Supply;Biogas;Biogas;45,3280781;9,4059235;N/A;4,36248;BIOGAS;Operational;N/A;TAVAZZANO CON VILLAVESCO;0;N/A;N/A
Supply;Biogas;Biogas;45,3280781;9,4059235;N/A;4,38;BIOGAS;Operational;N/A;TAVAZZANO CON VILLAVESCO;0;N/A;N/A
Supply;Biogas;Biogas;45,256787;9,4074004;N/A;99,864;RIFIUTI;Operational;N/A;CASTIRAGA VIDARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,2372762;9,4096615;N/A;8,4096;BIOGAS;Operational;N/A;SANT'ANGELO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,5834519;9,4150447;N/A;2,847;BIOGAS;Operational;N/A;CAVENAGO DI BRIANZA;0;N/A;N/A
Supply;Biogas;Biogas;45,5834519;9,4150447;N/A;4,69536;BIOMASSE LIQUIDE;Operational;N/A;CAVENAGO DI BRIANZA;0;N/A;N/A
Supply;Biogas;Biogas;45,3022839;9,4150923;N/A;4,9056;BIOGAS;Operational;N/A;LODI VECCHIO;0;N/A;N/A
Supply;Biogas;Biogas;45,3022839;9,4150923;N/A;8,6286;BIOGAS;Operational;N/A;LODI VECCHIO;0;N/A;N/A
Supply;Biogas;Biogas;45,3731194;9,4261484;N/A;8,75124;BIOGAS;Operational;N/A;CERVIGNANO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,5727346;9,4272555;N/A;1,74324;BIOMASSE SOLIDE;Operational;N/A;CAMBIAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5727346;9,4272555;N/A;1,74324;BIOMASSE SOLIDE;Operational;N/A;CAMBIAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,8004452;9,4319643;N/A;8,322;BIOMASSE SOLIDE;Operational;N/A;CALOLZIOCORTE;0;N/A;N/A
Supply;Biogas;Biogas;45,4119531;9,4323541;N/A;8,75124;BIOGAS;Operational;N/A;ZELO BUON PERSICO;0;N/A;N/A
Supply;Biogas;Biogas;45,4119531;9,4323541;N/A;1,6644;BIOMASSE SOLIDE;Operational;N/A;ZELO BUON PERSICO;0;N/A;N/A
Supply;Biogas;Biogas;45,2767469;9,4323842;N/A;0,876;BIOGAS;Operational;N/A;BORGO SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,2767469;9,4323842;N/A;2,628;BIOGAS;Operational;N/A;BORGO SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,2767469;9,4323842;N/A;8,75124;BIOGAS;Operational;N/A;BORGO SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,2767469;9,4323842;N/A;26,24496;BIOGAS;Operational;N/A;BORGO SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,0570558;9,4371895;N/A;0,425736;BIOGAS;Operational;N/A;CASTEL SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,0570558;9,4371895;N/A;6,71016;BIOGAS;Operational;N/A;CASTEL SAN GIOVANNI;0;N/A;N/A
Supply;Biogas;Biogas;45,3585023;9,4426713;N/A;3,504;BIOGAS;Operational;N/A;GALGAGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,5387677;9,4479115;N/A;0,876;BIOGAS;Operational;N/A;BELLINZAGO LOMBARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,5387677;9,4479115;N/A;2,628;BIOGAS;Operational;N/A;BELLINZAGO LOMBARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,2638158;9,4592406;N/A;2,19;BIOGAS;Operational;N/A;PIEVE FISSIRAGA;0;N/A;N/A
Supply;Biogas;Biogas;45,2638158;9,4592406;N/A;3,1536;BIOGAS;Operational;N/A;PIEVE FISSIRAGA;0;N/A;N/A
Supply;Biogas;Biogas;45,2638158;9,4592406;N/A;8,74248;BIOGAS;Operational;N/A;PIEVE FISSIRAGA;0;N/A;N/A
Supply;Biogas;Biogas;45,2638158;9,4592406;N/A;8,75124;BIOGAS;Operational;N/A;PIEVE FISSIRAGA;0;N/A;N/A
Supply;Biogas;Biogas;45,6460242;9,464518;N/A;7,5336;BIOMASSE LIQUIDE;Operational;N/A;CORNATE D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,3372492;9,4668829;N/A;2,628;BIOGAS;Operational;N/A;MONTANASO LOMBARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,3372492;9,4668829;N/A;3,2412;BIOGAS;Operational;N/A;MONTANASO LOMBARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,5404687;9,480631;N/A;8,7162;BIOGAS;Operational;N/A;INZAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5404687;9,480631;N/A;8,7162;BIOGAS;Operational;N/A;INZAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,2377797;9,4810246;N/A;0,876;BIOGAS;Operational;N/A;VILLANOVA DEL SILLARO;0;N/A;N/A
Supply;Biogas;Biogas;45,2377797;9,4810246;N/A;8,4096;BIOGAS;Operational;N/A;VILLANOVA DEL SILLARO;0;N/A;N/A
Supply;Biogas;Biogas;46,1358989;9,4881158;N/A;8,75124;BIOMASSE LIQUIDE;Operational;N/A;ROGOLO;0;N/A;N/A
Supply;Biogas;Biogas;45,286386;9,4892971;N/A;8,75124;BIOGAS;Operational;N/A;CORNEGLIANO LAUDENSE;0;N/A;N/A
