Layer;category;techno;latitude;longitude;operator;capacite_gwh_year;site_info;operational_status;co2_injection_potential_tpy;municipality;eiffel;eiffel_project_name;capacity_kt_per_year
Supply;Biogas;Biogas;45,2629549;9,4902123;N/A;8,75124;BIOGAS;Operational;N/A;MASSALENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3999392;9,492625;N/A;2,18124;BIOGAS;Operational;N/A;SPINO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;40,9236401;9,4964224;N/A;7,3146;BIOGAS;Operational;N/A;OLBIA;0;N/A;N/A
Supply;Biogas;Biogas;45,213867;9,4997235;N/A;0,876;BIOGAS;Operational;N/A;BORGHETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,213867;9,4997235;N/A;2,18124;BIOGAS;Operational;N/A;BORGHETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,213867;9,4997235;N/A;2,19;BIOGAS;Operational;N/A;BORGHETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,5759482;9,5011401;N/A;3,6792;BIOMASSE LIQUIDE;Operational;N/A;POZZO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,5759482;9,5011401;N/A;8,33076;BIOMASSE LIQUIDE;Operational;N/A;POZZO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,309699;9,5035435;N/A;8,75124;BIOMASSE SOLIDE;Operational;N/A;LODI;0;N/A;N/A
Supply;Biogas;Biogas;45,4704574;9,5130139;N/A;2,18124;BIOGAS;Operational;N/A;RIVOLTA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,4704574;9,5130139;N/A;2,61924;BIOGAS;Operational;N/A;RIVOLTA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,4704574;9,5130139;N/A;3,504;BIOGAS;Operational;N/A;RIVOLTA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,4704574;9,5130139;N/A;5,256;BIOGAS;Operational;N/A;RIVOLTA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,6094826;9,5150998;N/A;176,952;RIFIUTI;Operational;N/A;TREZZO SULL'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,6224621;9,5274678;N/A;7,3584;BIOMASSE LIQUIDE;Operational;N/A;CAPRIATE SAN GERVASIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5768402;9,5289461;N/A;4,41504;BIOMASSE LIQUIDE;Operational;N/A;VAPRIO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,2429822;9,5372326;N/A;2,628;BIOGAS;Operational;N/A;OSSAGO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3645487;9,5417133;N/A;1,314;BIOGAS;Operational;N/A;DOVERA;0;N/A;N/A
Supply;Biogas;Biogas;45,3645487;9,5417133;N/A;2,18124;BIOGAS;Operational;N/A;DOVERA;0;N/A;N/A
Supply;Biogas;Biogas;45,3645487;9,5417133;N/A;2,628;BIOGAS;Operational;N/A;DOVERA;0;N/A;N/A
Supply;Biogas;Biogas;45,3645487;9,5417133;N/A;5,5626;BIOGAS;Operational;N/A;DOVERA;0;N/A;N/A
Supply;Biogas;Biogas;45,3645487;9,5417133;N/A;5,5626;BIOGAS;Operational;N/A;DOVERA;0;N/A;N/A
Supply;Biogas;Biogas;44,9587322;9,5477324;N/A;0,42924;BIOGAS;Operational;N/A;GAZZOLA;0;N/A;N/A
Supply;Biogas;Biogas;44,9587322;9,5477324;N/A;0,876;BIOGAS;Operational;N/A;GAZZOLA;0;N/A;N/A
Supply;Biogas;Biogas;45,191047;9,5499173;N/A;8,74248;BIOGAS;Operational;N/A;LIVRAGA;0;N/A;N/A
Supply;Biogas;Biogas;45,4048809;9,549981;N/A;0,876;BIOGAS;Operational;N/A;PANDINO;0;N/A;N/A
Supply;Biogas;Biogas;45,4048809;9,549981;N/A;2,628;BIOGAS;Operational;N/A;PANDINO;0;N/A;N/A
Supply;Biogas;Biogas;45,4048809;9,549981;N/A;4,70412;BIOGAS;Operational;N/A;PANDINO;0;N/A;N/A
Supply;Biogas;Biogas;45,4048809;9,549981;N/A;8,74248;BIOGAS;Operational;N/A;PANDINO;0;N/A;N/A
Supply;Biogas;Biogas;45,4048809;9,549981;N/A;13,4904;BIOMASSE SOLIDE;Operational;N/A;PANDINO;0;N/A;N/A
Supply;Biogas;Biogas;45,7090131;9,5502436;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;MAPELLO;0;N/A;N/A
Supply;Biogas;Biogas;45,0578407;9,5503478;N/A;1,314;BIOGAS;Operational;N/A;ROTTOFRENO;0;N/A;N/A
Supply;Biogas;Biogas;46,1338298;9,5522564;N/A;8,6724;BIOMASSE SOLIDE;Operational;N/A;COSIO VALTELLINO;0;N/A;N/A
Supply;Biogas;Biogas;45,4444729;9,5565916;N/A;8,75124;BIOGAS;Operational;N/A;AGNADELLO;0;N/A;N/A
Supply;Biogas;Biogas;45,4819694;9,5622532;N/A;2,19;BIOGAS;Operational;N/A;ARZAGO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,3096434;9,5641832;N/A;1,314;BIOGAS;Operational;N/A;CORTE PALASIO;0;N/A;N/A
Supply;Biogas;Biogas;45,3096434;9,5641832;N/A;1,6644;BIOGAS;Operational;N/A;CORTE PALASIO;0;N/A;N/A
Supply;Biogas;Biogas;45,3915392;9,5674135;N/A;5,256;BIOGAS;Operational;N/A;PALAZZO PIGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;0,876;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;2,87328;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;8,74248;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;8,74248;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;8,74248;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;45,0138584;9,5681118;N/A;8,75124;BIOGAS;Operational;N/A;GRAGNANO TREBBIENSE;0;N/A;N/A
Supply;Biogas;Biogas;44,7132114;9,5689054;N/A;0,3942;BIOGAS;Operational;N/A;FARINI;0;N/A;N/A
Supply;Biogas;Biogas;45,8137917;9,5692204;N/A;3,6792;BIOMASSE LIQUIDE;Operational;N/A;BERBENNO;0;N/A;N/A
Supply;Biogas;Biogas;45,5691188;9,5701631;N/A;0,876;BIOGAS;Operational;N/A;PONTIROLO NUOVO;0;N/A;N/A
Supply;Biogas;Biogas;45,21792272;9,556677053;N/A;2,628;BIOGAS;Operational;N/A;BREMBIO;1;Green One Spa - Brembio;N/A
Supply;Biogas;Biogas;45,21792272;9,556677053;N/A;8,76;BIOGAS;Operational;N/A;BREMBIO;1;Green One Spa - Brembio;N/A
Supply;Biogas;Biogas;45,1685435;9,5783356;N/A;2,18124;BIOGAS;Operational;N/A;OSPEDALETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,1685435;9,5783356;N/A;9,31188;BIOGAS;Operational;N/A;OSPEDALETTO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2521836;9,5799336;N/A;4,38;BIOGAS;Operational;N/A;MAIRAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,6202861;9,584221;N/A;5,9568;BIOGAS;Operational;N/A;OSIO SOTTO;0;N/A;N/A
Supply;Biogas;Biogas;45,6961024;9,5866229;N/A;1,43664;BIOMASSE LIQUIDE;Operational;N/A;PONTE SAN PIETRO;0;N/A;N/A
Supply;Biogas;Biogas;45,2317381;9,5922385;N/A;0,86724;BIOGAS;Operational;N/A;SECUGNAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,1498234;9,5924364;N/A;2,18124;BIOGAS;Operational;N/A;SENNA LODIGIANA;0;N/A;N/A
Supply;Biogas;Biogas;45,5211894;9,592688;N/A;0,876;BIOGAS;Operational;N/A;TREVIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5211894;9,592688;N/A;0,876;BIOGAS;Operational;N/A;TREVIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5211894;9,592688;N/A;0,92856;BIOGAS;Operational;N/A;TREVIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5211894;9,592688;N/A;8,64612;BIOGAS;Operational;N/A;TREVIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5211894;9,592688;N/A;8,76;BIOMASSE LIQUIDE;Operational;N/A;TREVIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,0875259;9,5970273;N/A;8,75124;BIOGAS;Operational;N/A;CALENDASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,4988814;9,5991018;N/A;2,18124;BIOGAS;Operational;N/A;CALVENZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2834117;9,599119;N/A;2,628;BIOGAS;Operational;N/A;CAVENAGO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,2834117;9,599119;N/A;7,30584;BIOGAS;Operational;N/A;CAVENAGO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,2834117;9,599119;N/A;8,74248;BIOGAS;Operational;N/A;CAVENAGO D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,4614031;9,6033164;N/A;7,7088;BIOMASSE LIQUIDE;Operational;N/A;VAILATE;0;N/A;N/A
Supply;Biogas;Biogas;45,3596656;9,6140435;N/A;0,876;BIOGAS;Operational;N/A;BAGNOLO CREMASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,3596656;9,6140435;N/A;8,75124;BIOGAS;Operational;N/A;BAGNOLO CREMASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,318076;9,6165567;N/A;2,8908;BIOGAS;Operational;N/A;CASALETTO CEREDANO;0;N/A;N/A
Supply;Biogas;Biogas;45,0011606;9,616644;N/A;1,314;BIOGAS;Operational;N/A;GOSSOLENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,4198253;9,6219077;N/A;5,5626;BIOGAS;Operational;N/A;QUINTANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;0,876;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;1,6644;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;2,18124;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;4,38;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;4,60776;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,2488307;9,6227796;N/A;4,60776;BIOGAS;Operational;N/A;TURANO LODIGIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,40195;9,62326;N/A;8,75124;BIOGAS;Operational;N/A;TRESCORE CREMASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,40195;9,62326;N/A;9,00528;BIOGAS;Operational;N/A;TRESCORE CREMASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,7817402;9,6233473;N/A;24,5718;BIOMASSE SOLIDE;Operational;N/A;SEDRINA;0;N/A;N/A
Supply;Biogas;Biogas;45,4077943;9,6280577;N/A;2,628;BIOGAS;Operational;N/A;CASALETTO VAPRIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4077943;9,6280577;N/A;2,628;BIOGAS;Operational;N/A;CASALETTO VAPRIO;0;N/A;N/A
Supply;Biogas;Biogas;45,1495721;9,6361343;N/A;8,6724;BIOGAS;Operational;N/A;SOMAGLIA;0;N/A;N/A
Supply;Biogas;Biogas;45,1495721;9,6361343;N/A;8,75124;BIOGAS;Operational;N/A;SOMAGLIA;0;N/A;N/A
Supply;Biogas;Biogas;45,3953349;9,6387075;N/A;0,876;BIOGAS;Operational;N/A;CREMOSANO;0;N/A;N/A
Supply;Biogas;Biogas;45,4948597;9,6421884;N/A;2,18124;BIOGAS;Operational;N/A;CARAVAGGIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4948597;9,6421884;N/A;8,6724;BIOGAS;Operational;N/A;CARAVAGGIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4948597;9,6421884;N/A;8,75124;BIOGAS;Operational;N/A;CARAVAGGIO;0;N/A;N/A
Supply;Biogas;Biogas;39,842521;9,6430325;N/A;0,04818;BIOGAS;Operational;N/A;BARISARDO;0;N/A;N/A
Supply;Biogas;Biogas;45,4449122;9,6447878;N/A;8,72496;BIOGAS;Operational;N/A;CAPRALBA;0;N/A;N/A
Supply;Biogas;Biogas;45,5461621;9,6465269;N/A;0,86724;BIOGAS;Operational;N/A;BRIGNANO GERA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,5461621;9,6465269;N/A;2,18124;BIOGAS;Operational;N/A;BRIGNANO GERA D'ADDA;0;N/A;N/A
Supply;Biogas;Biogas;45,1794711;9,6478169;N/A;0,876;BIOGAS;Operational;N/A;CASALPUSTERLENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,1794711;9,6478169;N/A;2,61924;BIOGAS;Operational;N/A;CASALPUSTERLENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3046162;9,6566217;N/A;2,18124;BIOGAS;Operational;N/A;CREDERA RUBBIANO;0;N/A;N/A
Supply;Biogas;Biogas;44,9135954;9,6689435;N/A;8,75124;BIOGAS;Operational;N/A;VIGOLZONE;0;N/A;N/A
Supply;Biogas;Biogas;45,3979567;9,6692639;N/A;0,876;BIOGAS;Operational;N/A;CAMPAGNOLA CREMASCA;0;N/A;N/A
Supply;Biogas;Biogas;45,5818324;9,6705488;N/A;0,9636;BIOMASSE LIQUIDE;Operational;N/A;SPIRANO;0;N/A;N/A
Supply;Biogas;Biogas;45,6597152;9,6747736;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;AZZANO SAN PAOLO;0;N/A;N/A
Supply;Biogas;Biogas;46,1829694;9,6765145;N/A;0,5256;BIOGAS;Operational;N/A;BUGLIO IN MONTE;0;N/A;N/A
Supply;Biogas;Biogas;45,1982525;9,6782814;N/A;5,5626;BIOGAS;Operational;N/A;TERRANOVA DEI PASSERINI;0;N/A;N/A
Supply;Biogas;Biogas;45,1982525;9,6782814;N/A;8,75124;BIOGAS;Operational;N/A;TERRANOVA DEI PASSERINI;0;N/A;N/A
Supply;Biogas;Biogas;45,1982525;9,6782814;N/A;8,75124;BIOGAS;Operational;N/A;TERRANOVA DEI PASSERINI;0;N/A;N/A
Supply;Biogas;Biogas;45,2936699;9,6801514;N/A;6,4824;BIOGAS;Operational;N/A;MOSCAZZANO;0;N/A;N/A
Supply;Biogas;Biogas;44,957373;9,6815706;N/A;1,15632;BIOGAS;Operational;N/A;PODENZANO;0;N/A;N/A
Supply;Biogas;Biogas;45,3643538;9,682427;N/A;6,57;BIOGAS;Operational;N/A;CREMA;0;N/A;N/A
Supply;Biogas;Biogas;45,1094857;9,682571;N/A;2,628;BIOGAS;Operational;N/A;GUARDAMIGLIO;0;N/A;N/A
Supply;Biogas;Biogas;45,6385997;9,6832338;N/A;0,876;BIOGAS;Operational;N/A;ZANICA;0;N/A;N/A
Supply;Biogas;Biogas;45,135769;9,6842538;N/A;8,68992;BIOMASSE LIQUIDE;Operational;N/A;FOMBIO;0;N/A;N/A
Supply;Biogas;Biogas;45,135769;9,6842538;N/A;51,684;BIOMASSE LIQUIDE;Operational;N/A;FOMBIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4750936;9,6901873;N/A;2,8908;BIOGAS;Operational;N/A;MOZZANICA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;0,5694;BIOGAS;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;2,628;BIOGAS;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;8,65488;BIOGAS;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;8,72496;BIOGAS;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;0,876;BIOMASSE LIQUIDE;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,0526415;9,6936883;N/A;105,12;RIFIUTI;Operational;N/A;PIACENZA;0;N/A;N/A
Supply;Biogas;Biogas;45,5992767;9,6942286;N/A;7,55112;BIOMASSE LIQUIDE;Operational;N/A;URGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,5992767;9,6942286;N/A;13,48164;BIOMASSE SOLIDE;Operational;N/A;URGNANO;0;N/A;N/A
Supply;Biogas;Biogas;44,4455388;9,6995476;N/A;0,3504;BIOMASSE SOLIDE;Operational;N/A;ALBARETO;0;N/A;N/A
Supply;Biogas;Biogas;45,0814396;9,7003734;N/A;2,628;BIOGAS;Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biogas;Biogas;45,0814396;9,7003734;N/A;8,74248;BIOGAS;Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biogas;Biogas;45,0814396;9,7003734;N/A;8,75124;BIOGAS;Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biogas;Biogas;45,0814396;9,7003734;N/A;8,75124;BIOGAS;Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biogas;Biogas;45,0814396;9,7003734;N/A;8,75124;BIOGAS;Operational;N/A;SAN ROCCO AL PORTO;0;N/A;N/A
Supply;Biogas;Biogas;45,1610592;9,7008728;N/A;2,18124;BIOGAS;Operational;N/A;CODOGNO;0;N/A;N/A
Supply;Biogas;Biogas;45,1610592;9,7008728;N/A;3,00468;BIOGAS;Operational;N/A;CODOGNO;0;N/A;N/A
Supply;Biogas;Biogas;45,1610592;9,7008728;N/A;8,75124;BIOGAS;Operational;N/A;CODOGNO;0;N/A;N/A
Supply;Biogas;Biogas;45,4265725;9,7021207;N/A;5,5626;BIOGAS;Operational;N/A;SERGNANO;0;N/A;N/A
Supply;Biogas;Biogas;45,5775452;9,7094629;N/A;5,475;BIOGAS;Operational;N/A;COLOGNO AL SERIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5775452;9,7094629;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;COLOGNO AL SERIO;0;N/A;N/A
Supply;Biogas;Biogas;45,5775452;9,7094629;N/A;3,504;BIOMASSE LIQUIDE;Operational;N/A;COLOGNO AL SERIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4334145;9,7130926;N/A;0,86724;BIOGAS;Operational;N/A;CASALE CREMASCO-VIDOLASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,4334145;9,7130926;N/A;0,876;BIOGAS;Operational;N/A;CASALE CREMASCO-VIDOLASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,4334145;9,7130926;N/A;2,18124;BIOGAS;Operational;N/A;CASALE CREMASCO-VIDOLASCO;0;N/A;N/A
Supply;Biogas;Biogas;45,7011543;9,7140847;N/A;0,876;BIOMASSE LIQUIDE;Operational;N/A;GORLE;0;N/A;N/A
Supply;Biogas;Biogas;45,467719;9,7169807;N/A;0,876;BIOGAS;Operational;N/A;CASTEL GABBIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,467719;9,7169807;N/A;2,4528;BIOGAS;Operational;N/A;CASTEL GABBIANO;0;N/A;N/A
Supply;Biogas;Biogas;45,1374509;9,7231814;N/A;8,4972;BIOGAS;Operational;N/A;SAN FIORANO;0;N/A;N/A
Supply;Biogas;Biogas;45,4069828;9,7268392;N/A;2,628;BIOGAS;Operational;N/A;RICENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,4069828;9,7268392;N/A;4,2924;BIOGAS;Operational;N/A;RICENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,299476;9,7269888;N/A;2,18124;BIOGAS;Operational;N/A;RIPALTA ARPINA;0;N/A;N/A
Supply;Biogas;Biogas;45,2614206;9,7295891;N/A;5,24724;BIOGAS;Operational;N/A;GOMBITO;0;N/A;N/A
Supply;Biogas;Biogas;45,698223;9,7343237;N/A;4,38;BIOGAS;Operational;N/A;PEDRENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,698223;9,7343237;N/A;8,7162;BIOMASSE LIQUIDE;Operational;N/A;PEDRENGO;0;N/A;N/A
Supply;Biogas;Biogas;44,9567904;9,7385928;N/A;2,18124;BIOGAS;Operational;N/A;SAN GIORGIO PIACENTINO;0;N/A;N/A
Supply;Biogas;Biogas;45,3794292;9,7423659;N/A;2,18124;BIOGAS;Operational;N/A;OFFANENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3794292;9,7423659;N/A;2,628;BIOGAS;Operational;N/A;OFFANENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3794292;9,7423659;N/A;5,58012;BIOGAS;Operational;N/A;OFFANENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,3794292;9,7423659;N/A;3,57408;BIOMASSE LIQUIDE;Operational;N/A;OFFANENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,1899617;9,7435288;N/A;0,876;BIOGAS;Operational;N/A;CASTELGERUNDO;0;N/A;N/A
Supply;Biogas;Biogas;45,1899617;9,7435288;N/A;5,475;BIOGAS;Operational;N/A;CASTELGERUNDO;0;N/A;N/A
Supply;Biogas;Biogas;45,1899617;9,7435288;N/A;8,75124;BIOGAS;Operational;N/A;CASTELGERUNDO;0;N/A;N/A
Supply;Biogas;Biogas;45,4438191;9,7439123;N/A;2,628;BIOGAS;Operational;N/A;CAMISANO;0;N/A;N/A
Supply;Biogas;Biogas;46,1501478;9,7483905;N/A;61,24116;BIOMASSE SOLIDE;Operational;N/A;FUSINE;0;N/A;N/A
Supply;Biogas;Biogas;45,5217732;9,7527459;N/A;2,19;BIOGAS;Operational;N/A;ROMANO DI LOMBARDIA;0;N/A;N/A
Supply;Biogas;Biogas;45,5217732;9,7527459;N/A;5,256;BIOGAS;Operational;N/A;ROMANO DI LOMBARDIA;0;N/A;N/A
Supply;Biogas;Biogas;45,5954726;9,7567227;N/A;3,3288;BIOMASSE LIQUIDE;Operational;N/A;GHISALBA;0;N/A;N/A
Supply;Biogas;Biogas;45,4767436;9,7596046;N/A;0,5256;BIOGAS;Operational;N/A;ISSO;0;N/A;N/A
Supply;Biogas;Biogas;45,6248356;9,7626006;N/A;5,7816;BIOGAS;Operational;N/A;CAVERNAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,6248356;9,7626006;N/A;7,3584;BIOMASSE LIQUIDE;Operational;N/A;CAVERNAGO;0;N/A;N/A
Supply;Biogas;Biogas;45,1661492;9,7642937;N/A;8,74248;BIOGAS;Operational;N/A;MALEO;0;N/A;N/A
Supply;Biogas;Biogas;45,1661492;9,7642937;N/A;8,75124;BIOGAS;Operational;N/A;MALEO;0;N/A;N/A
Supply;Biogas;Biogas;45,1661492;9,7642937;N/A;8,75124;BIOGAS;Operational;N/A;MALEO;0;N/A;N/A
Supply;Biogas;Biogas;45,1661492;9,7642937;N/A;26,24496;BIOGAS;Operational;N/A;MALEO;0;N/A;N/A
Supply;Biogas;Biogas;45,5697579;9,7649803;N/A;0,91104;BIOGAS;Operational;N/A;MARTINENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5697579;9,7649803;N/A;2,628;BIOGAS;Operational;N/A;MARTINENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5697579;9,7649803;N/A;8,75124;BIOGAS;Operational;N/A;MARTINENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,5697579;9,7649803;N/A;8,75124;BIOGAS;Operational;N/A;MARTINENGO;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;0,876;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;2,87328;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;4,38;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;6,4824;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;7,30584;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;45,2947261;9,7662973;N/A;14,64672;BIOGAS;Operational;N/A;CASTELLEONE;0;N/A;N/A
Supply;Biogas;Biogas;44,4876053;9,7673907;N/A;0,3942;BIOGAS;Operational;N/A;BORGO VAL DI TARO;0;N/A;N/A
Supply;Biogas;Biogas;45,2229639;9,7701531;N/A;5,475;BIOGAS;Operational;N/A;FORMIGARA;0;N/A;N/A
Supply;Biogas;Biogas;45,2229639;9,7701531;N/A;8,74248;BIOGAS;Operational;N/A;FORMIGARA;0;N/A;N/A
Supply;Biogas;Biogas;45,2229639;9,7701531;N/A;8,75124;BIOGAS;Operational;N/A;FORMIGARA;0;N/A;N/A
Supply;Biogas;Biogas;45,2229639;9,7701531;N/A;8,75124;BIOGAS;Operational;N/A;FORMIGARA;0;N/A;N/A
Supply;Biogas;Biogas;45,4999779;9,7720251;N/A;2,628;BIOGAS;Operational;N/A;COVO;0;N/A;N/A
Supply;Biogas;Biogas;45,4999779;9,7720251;N/A;5,256;BIOGAS;Operational;N/A;COVO;0;N/A;N/A
Supply;Biogas;Biogas;45,4999779;9,7720251;N/A;0,7008;BIOMASSE SOLIDE;Operational;N/A;COVO;0;N/A;N/A
Supply;Biogas;Biogas;46,1728007;9,7753273;N/A;8,75124;BIOGAS;Operational;N/A;POSTALESIO;0;N/A;N/A
Supply;Biogas;Biogas;45,4753964;9,7763773;N/A;4,61652;BIOGAS;Operational;N/A;BARBATA;0;N/A;N/A
Supply;Biogas;Biogas;45,3367135;9,7779677;N/A;2,18124;BIOGAS;Operational;N/A;FIESCO;0;N/A;N/A
Supply;Biogas;Biogas;45,6621089;9,7810263;N/A;1,4892;BIOGAS;Operational;N/A;BAGNATICA;0;N/A;N/A
Supply;Biogas;Biogas;45,4190784;9,7820865;N/A;2,8908;BIOGAS;Operational;N/A;CASALETTO DI SOPRA;0;N/A;N/A
Supply;Biogas;Biogas;45,4190784;9,7820865;N/A;8,64612;BIOGAS;Operational;N/A;CASALETTO DI SOPRA;0;N/A;N/A
Supply;Biogas;Biogas;45,4190784;9,7820865;N/A;8,74248;BIOGAS;Operational;N/A;CASALETTO DI SOPRA;0;N/A;N/A
Supply;Biogas;Biogas;45,4190784;9,7820865;N/A;8,74248;BIOGAS;Operational;N/A;CASALETTO DI SOPRA;0;N/A;N/A
Supply;Biogas;Biogas;45,4190784;9,7820865;N/A;8,75124;BIOGAS;Operational;N/A;CASALETTO DI SOPRA;0;N/A;N/A
Supply;Biogas;Biogas;44,9136929;9,7881556;N/A;0,3942;BIOGAS;Operational;N/A;CARPANETO PIACENTINO;0;N/A;N/A
Supply;Biogas;Biogas;44,9136929;9,7881556;N/A;1,83084;BIOGAS;Operational;N/A;CARPANETO PIACENTINO;0;N/A;N/A
